RevisionNumber,ISO3,CTSCode,Year,RevisionDate,Notes
1534,KHM,ECCS,1969,2026-04-01,synthetic revision
1535,CMR,ECCS,1969,2026-04-01,synthetic revision
1536,CAN,ECCS,1969,2026-04-01,synthetic revision
1537,CYM,ECCS,1969,2026-04-01,synthetic revision
1538,CAF,ECCS,1969,2026-04-01,synthetic revision
1539,TCD,ECCS,1969,2026-04-01,synthetic revision
1540,CHL,ECCS,1969,2026-04-01,synthetic revision
1541,HKG,ECCS,1969,2026-04-01,synthetic revision
1542,MAC,ECCS,1969,2026-04-01,synthetic revision
1543,CHN,ECCS,1969,2026-04-01,synthetic revision
1544,COL,ECCS,1969,2026-04-01,synthetic revision
1545,COM,ECCS,1969,2026-04-01,synthetic revision
1546,COD,ECCS,1969,2026-04-01,synthetic revision
1547,COG,ECCS,1969,2026-04-01,synthetic revision
1548,COK,ECCS,1969,2026-04-01,synthetic revision
1549,CRI,ECCS,1969,2026-04-01,synthetic revision
1550,CUB,ECCS,1969,2026-04-01,synthetic revision
1551,CYP,ECCS,1969,2026-04-01,synthetic revision
1552,DNK,ECCS,1969,2026-04-01,synthetic revision
1553,DJI,ECCS,1969,2026-04-01,synthetic revision
1554,DMA,ECCS,1969,2026-04-01,synthetic revision
1555,DOM,ECCS,1969,2026-04-01,synthetic revision
1556,ECU,ECCS,1969,2026-04-01,synthetic revision
1557,EGY,ECCS,1969,2026-04-01,synthetic revision
1558,SLV,ECCS,1969,2026-04-01,synthetic revision
1559,GNQ,ECCS,1969,2026-04-01,synthetic revision
1560,SWZ,ECCS,1969,2026-04-01,synthetic revision
1561,FLK,ECCS,1969,2026-04-01,synthetic revision
1562,FRO,ECCS,1969,2026-04-01,synthetic revision
1563,FJI,ECCS,1969,2026-04-01,synthetic revision
1564,FIN,ECCS,1969,2026-04-01,synthetic revision
1565,FRA,ECCS,1969,2026-04-01,synthetic revision
1566,PYF,ECCS,1969,2026-04-01,synthetic revision
1567,GAB,ECCS,1969,2026-04-01,synthetic revision
1568,GMB,ECCS,1969,2026-04-01,synthetic revision
1569,DEU,ECCS,1969,2026-04-01,synthetic revision
1570,GHA,ECCS,1969,2026-04-01,synthetic revision
1571,GIB,ECCS,1969,2026-04-01,synthetic revision
1572,GRC,ECCS,1969,2026-04-01,synthetic revision
1573,GRL,ECCS,1969,2026-04-01,synthetic revision
1574,GRD,ECCS,1969,2026-04-01,synthetic revision
1575,GLP,ECCS,1969,2026-04-01,synthetic revision
1576,GTM,ECCS,1969,2026-04-01,synthetic revision
1577,GUF,ECCS,1969,2026-04-01,synthetic revision
1578,GIN,ECCS,1969,2026-04-01,synthetic revision
1579,GNB,ECCS,1969,2026-04-01,synthetic revision
1580,GUY,ECCS,1969,2026-04-01,synthetic revision
1581,HTI,ECCS,1969,2026-04-01,synthetic revision
1582,VAT,ECCS,1969,2026-04-01,synthetic revision
1583,HND,ECCS,1969,2026-04-01,synthetic revision
1584,HUN,ECCS,1969,2026-04-01,synthetic revision
1585,ISL,ECCS,1969,2026-04-01,synthetic revision
1586,IND,ECCS,1969,2026-04-01,synthetic revision
1587,IDN,ECCS,1969,2026-04-01,synthetic revision
1588,IRN,ECCS,1969,2026-04-01,synthetic revision
1589,IRQ,ECCS,1969,2026-04-01,synthetic revision
1590,IRL,ECCS,1969,2026-04-01,synthetic revision
1591,IMN,ECCS,1969,2026-04-01,synthetic revision
1592,ISR,ECCS,1969,2026-04-01,synthetic revision
1593,ITA,ECCS,1969,2026-04-01,synthetic revision
1594,JAM,ECCS,1969,2026-04-01,synthetic revision
1595,JPN,ECCS,1969,2026-04-01,synthetic revision
1596,JOR,ECCS,1969,2026-04-01,synthetic revision
1597,KEN,ECCS,1969,2026-04-01,synthetic revision
1598,KIR,ECCS,1969,2026-04-01,synthetic revision
1599,PRK,ECCS,1969,2026-04-01,synthetic revision
1600,KOR,ECCS,1969,2026-04-01,synthetic revision
1601,KWT,ECCS,1969,2026-04-01,synthetic revision
1602,LAO,ECCS,1969,2026-04-01,synthetic revision
1603,LBN,ECCS,1969,2026-04-01,synthetic revision
1604,LSO,ECCS,1969,2026-04-01,synthetic revision
1605,LBR,ECCS,1969,2026-04-01,synthetic revision
1606,LBY,ECCS,1969,2026-04-01,synthetic revision
1607,LIE,ECCS,1969,2026-04-01,synthetic revision
1608,MDG,ECCS,1969,2026-04-01,synthetic revision
1609,MWI,ECCS,1969,2026-04-01,synthetic revision
1610,MYS,ECCS,1969,2026-04-01,synthetic revision
1611,MDV,ECCS,1969,2026-04-01,synthetic revision
1612,MLI,ECCS,1969,2026-04-01,synthetic revision
1613,MLT,ECCS,1969,2026-04-01,synthetic revision
1614,MTQ,ECCS,1969,2026-04-01,synthetic revision
1615,MRT,ECCS,1969,2026-04-01,synthetic revision
1616,MUS,ECCS,1969,2026-04-01,synthetic revision
1617,MYT,ECCS,1969,2026-04-01,synthetic revision
1618,MEX,ECCS,1969,2026-04-01,synthetic revision
1619,MCO,ECCS,1969,2026-04-01,synthetic revision
1620,MNG,ECCS,1969,2026-04-01,synthetic revision
1621,MSR,ECCS,1969,2026-04-01,synthetic revision
1622,MAR,ECCS,1969,2026-04-01,synthetic revision
1623,MOZ,ECCS,1969,2026-04-01,synthetic revision
1624,MMR,ECCS,1969,2026-04-01,synthetic revision
1625,NPL,ECCS,1969,2026-04-01,synthetic revision
1626,NLD,ECCS,1969,2026-04-01,synthetic revision
1627,NCL,ECCS,1969,2026-04-01,synthetic revision
1628,NZL,ECCS,1969,2026-04-01,synthetic revision
1629,NIC,ECCS,1969,2026-04-01,synthetic revision
1630,NER,ECCS,1969,2026-04-01,synthetic revision
1631,NGA,ECCS,1969,2026-04-01,synthetic revision
1632,NFK,ECCS,1969,2026-04-01,synthetic revision
1633,NOR,ECCS,1969,2026-04-01,synthetic revision
1634,OMN,ECCS,1969,2026-04-01,synthetic revision
1635,PAK,ECCS,1969,2026-04-01,synthetic revision
1636,PAN,ECCS,1969,2026-04-01,synthetic revision
1637,PNG,ECCS,1969,2026-04-01,synthetic revision
1638,PRY,ECCS,1969,2026-04-01,synthetic revision
1639,PER,ECCS,1969,2026-04-01,synthetic revision
1640,PHL,ECCS,1969,2026-04-01,synthetic revision
1641,PCN,ECCS,1969,2026-04-01,synthetic revision
1642,POL,ECCS,1969,2026-04-01,synthetic revision
1643,PRT,ECCS,1969,2026-04-01,synthetic revision
1644,PRI,ECCS,1969,2026-04-01,synthetic revision
1645,QAT,ECCS,1969,2026-04-01,synthetic revision
1646,ROU,ECCS,1969,2026-04-01,synthetic revision
1647,RWA,ECCS,1969,2026-04-01,synthetic revision
1648,SPM,ECCS,1969,2026-04-01,synthetic revision
1649,WSM,ECCS,1969,2026-04-01,synthetic revision
1650,SMR,ECCS,1969,2026-04-01,synthetic revision
1651,STP,ECCS,1969,2026-04-01,synthetic revision
1652,SAU,ECCS,1969,2026-04-01,synthetic revision
1653,SEN,ECCS,1969,2026-04-01,synthetic revision
1654,SYC,ECCS,1969,2026-04-01,synthetic revision
1655,SLE,ECCS,1969,2026-04-01,synthetic revision
1656,SLB,ECCS,1969,2026-04-01,synthetic revision
1657,SOM,ECCS,1969,2026-04-01,synthetic revision
1658,ZAF,ECCS,1969,2026-04-01,synthetic revision
1659,ESP,ECCS,1969,2026-04-01,synthetic revision
1660,LKA,ECCS,1969,2026-04-01,synthetic revision
1661,KNA,ECCS,1969,2026-04-01,synthetic revision
1662,LCA,ECCS,1969,2026-04-01,synthetic revision
1663,VCT,ECCS,1969,2026-04-01,synthetic revision
1664,SUR,ECCS,1969,2026-04-01,synthetic revision
1665,SJM,ECCS,1969,2026-04-01,synthetic revision
1666,SWE,ECCS,1969,2026-04-01,synthetic revision
1667,CHE,ECCS,1969,2026-04-01,synthetic revision
1668,SYR,ECCS,1969,2026-04-01,synthetic revision
1669,TWN,ECCS,1969,2026-04-01,synthetic revision
1670,TZA,ECCS,1969,2026-04-01,synthetic revision
1671,THA,ECCS,1969,2026-04-01,synthetic revision
1672,TLS,ECCS,1969,2026-04-01,synthetic revision
1673,TGO,ECCS,1969,2026-04-01,synthetic revision
1674,TKL,ECCS,1969,2026-04-01,synthetic revision
1675,TON,ECCS,1969,2026-04-01,synthetic revision
1676,TTO,ECCS,1969,2026-04-01,synthetic revision
1677,TUN,ECCS,1969,2026-04-01,synthetic revision
1678,TUV,ECCS,1969,2026-04-01,synthetic revision
1679,UGA,ECCS,1969,2026-04-01,synthetic revision
1680,ARE,ECCS,1969,2026-04-01,synthetic revision
1681,GBR,ECCS,1969,2026-04-01,synthetic revision
1682,USA,ECCS,1969,2026-04-01,synthetic revision
1683,VIR,ECCS,1969,2026-04-01,synthetic revision
1684,URY,ECCS,1969,2026-04-01,synthetic revision
1685,VUT,ECCS,1969,2026-04-01,synthetic revision
1686,VEN,ECCS,1969,2026-04-01,synthetic revision
1687,VNM,ECCS,1969,2026-04-01,synthetic revision
1688,WLF,ECCS,1969,2026-04-01,synthetic revision
1689,PSE,ECCS,1969,2026-04-01,synthetic revision
1690,ESH,ECCS,1969,2026-04-01,synthetic revision
1691,YEM,ECCS,1969,2026-04-01,synthetic revision
1692,ZMB,ECCS,1969,2026-04-01,synthetic revision
1693,ZWE,ECCS,1969,2026-04-01,synthetic revision
1694,AFG,ECCS,1970,2026-04-01,synthetic revision
1695,ALB,ECCS,1970,2026-04-01,synthetic revision
1696,DZA,ECCS,1970,2026-04-01,synthetic revision
1697,ASM,ECCS,1970,2026-04-01,synthetic revision
1698,AND,ECCS,1970,2026-04-01,synthetic revision
1699,AGO,ECCS,1970,2026-04-01,synthetic revision
1700,AIA,ECCS,1970,2026-04-01,synthetic revision
1701,ATG,ECCS,1970,2026-04-01,synthetic revision
1702,ARG,ECCS,1970,2026-04-01,synthetic revision
1703,ABW,ECCS,1970,2026-04-01,synthetic revision
1704,AUS,ECCS,1970,2026-04-01,synthetic revision
1705,AUT,ECCS,1970,2026-04-01,synthetic revision
1706,BHS,ECCS,1970,2026-04-01,synthetic revision
1707,BHR,ECCS,1970,2026-04-01,synthetic revision
1708,BGD,ECCS,1970,2026-04-01,synthetic revision
1709,BRB,ECCS,1970,2026-04-01,synthetic revision
1710,BLZ,ECCS,1970,2026-04-01,synthetic revision
1711,BEN,ECCS,1970,2026-04-01,synthetic revision
1712,BTN,ECCS,1970,2026-04-01,synthetic revision
1713,BOL,ECCS,1970,2026-04-01,synthetic revision
1714,BWA,ECCS,1970,2026-04-01,synthetic revision
1715,BRA,ECCS,1970,2026-04-01,synthetic revision
1716,VGB,ECCS,1970,2026-04-01,synthetic revision
1717,BRN,ECCS,1970,2026-04-01,synthetic revision
1718,BGR,ECCS,1970,2026-04-01,synthetic revision
1719,BFA,ECCS,1970,2026-04-01,synthetic revision
1720,BDI,ECCS,1970,2026-04-01,synthetic revision
1721,CPV,ECCS,1970,2026-04-01,synthetic revision
1722,KHM,ECCS,1970,2026-04-01,synthetic revision
1723,CMR,ECCS,1970,2026-04-01,synthetic revision
1724,CAN,ECCS,1970,2026-04-01,synthetic revision
1725,CYM,ECCS,1970,2026-04-01,synthetic revision
1726,CAF,ECCS,1970,2026-04-01,synthetic revision
1727,TCD,ECCS,1970,2026-04-01,synthetic revision
1728,CHL,ECCS,1970,2026-04-01,synthetic revision
1729,HKG,ECCS,1970,2026-04-01,synthetic revision
1730,MAC,ECCS,1970,2026-04-01,synthetic revision
1731,CHN,ECCS,1970,2026-04-01,synthetic revision
1732,COL,ECCS,1970,2026-04-01,synthetic revision
1733,COM,ECCS,1970,2026-04-01,synthetic revision
1734,COD,ECCS,1970,2026-04-01,synthetic revision
1735,COG,ECCS,1970,2026-04-01,synthetic revision
1736,COK,ECCS,1970,2026-04-01,synthetic revision
1737,CRI,ECCS,1970,2026-04-01,synthetic revision
1738,CUB,ECCS,1970,2026-04-01,synthetic revision
1739,CYP,ECCS,1970,2026-04-01,synthetic revision
1740,DNK,ECCS,1970,2026-04-01,synthetic revision
1741,DJI,ECCS,1970,2026-04-01,synthetic revision
1742,DMA,ECCS,1970,2026-04-01,synthetic revision
1743,DOM,ECCS,1970,2026-04-01,synthetic revision
1744,ECU,ECCS,1970,2026-04-01,synthetic revision
1745,EGY,ECCS,1970,2026-04-01,synthetic revision
1746,SLV,ECCS,1970,2026-04-01,synthetic revision
1747,GNQ,ECCS,1970,2026-04-01,synthetic revision
1748,SWZ,ECCS,1970,2026-04-01,synthetic revision
1749,FLK,ECCS,1970,2026-04-01,synthetic revision
1750,FRO,ECCS,1970,2026-04-01,synthetic revision
1751,FJI,ECCS,1970,2026-04-01,synthetic revision
1752,FIN,ECCS,1970,2026-04-01,synthetic revision
1753,FRA,ECCS,1970,2026-04-01,synthetic revision
1754,PYF,ECCS,1970,2026-04-01,synthetic revision
1755,GAB,ECCS,1970,2026-04-01,synthetic revision
1756,GMB,ECCS,1970,2026-04-01,synthetic revision
1757,DEU,ECCS,1970,2026-04-01,synthetic revision
1758,GHA,ECCS,1970,2026-04-01,synthetic revision
1759,GIB,ECCS,1970,2026-04-01,synthetic revision
1760,GRC,ECCS,1970,2026-04-01,synthetic revision
1761,GRL,ECCS,1970,2026-04-01,synthetic revision
1762,GRD,ECCS,1970,2026-04-01,synthetic revision
1763,GLP,ECCS,1970,2026-04-01,synthetic revision
1764,GTM,ECCS,1970,2026-04-01,synthetic revision
1765,GUF,ECCS,1970,2026-04-01,synthetic revision
1766,GIN,ECCS,1970,2026-04-01,synthetic revision
1767,GNB,ECCS,1970,2026-04-01,synthetic revision
1768,GUY,ECCS,1970,2026-04-01,synthetic revision
1769,HTI,ECCS,1970,2026-04-01,synthetic revision
1770,VAT,ECCS,1970,2026-04-01,synthetic revision
1771,HND,ECCS,1970,2026-04-01,synthetic revision
1772,HUN,ECCS,1970,2026-04-01,synthetic revision
1773,ISL,ECCS,1970,2026-04-01,synthetic revision
1774,IND,ECCS,1970,2026-04-01,synthetic revision
1775,IDN,ECCS,1970,2026-04-01,synthetic revision
1776,IRN,ECCS,1970,2026-04-01,synthetic revision
1777,IRQ,ECCS,1970,2026-04-01,synthetic revision
1778,IRL,ECCS,1970,2026-04-01,synthetic revision
1779,IMN,ECCS,1970,2026-04-01,synthetic revision
1780,ISR,ECCS,1970,2026-04-01,synthetic revision
1781,ITA,ECCS,1970,2026-04-01,synthetic revision
1782,JAM,ECCS,1970,2026-04-01,synthetic revision
1783,JPN,ECCS,1970,2026-04-01,synthetic revision
1784,JOR,ECCS,1970,2026-04-01,synthetic revision
1785,KEN,ECCS,1970,2026-04-01,synthetic revision
1786,KIR,ECCS,1970,2026-04-01,synthetic revision
1787,PRK,ECCS,1970,2026-04-01,synthetic revision
1788,KOR,ECCS,1970,2026-04-01,synthetic revision
1789,KWT,ECCS,1970,2026-04-01,synthetic revision
1790,LAO,ECCS,1970,2026-04-01,synthetic revision
1791,LBN,ECCS,1970,2026-04-01,synthetic revision
1792,LSO,ECCS,1970,2026-04-01,synthetic revision
1793,LBR,ECCS,1970,2026-04-01,synthetic revision
1794,LBY,ECCS,1970,2026-04-01,synthetic revision
1795,LIE,ECCS,1970,2026-04-01,synthetic revision
1796,MDG,ECCS,1970,2026-04-01,synthetic revision
1797,MWI,ECCS,1970,2026-04-01,synthetic revision
1798,MYS,ECCS,1970,2026-04-01,synthetic revision
1799,MLI,ECCS,1970,2026-04-01,synthetic revision
1800,MLT,ECCS,1970,2026-04-01,synthetic revision
1801,MTQ,ECCS,1970,2026-04-01,synthetic revision
1802,MRT,ECCS,1970,2026-04-01,synthetic revision
1803,MUS,ECCS,1970,2026-04-01,synthetic revision
1804,MYT,ECCS,1970,2026-04-01,synthetic revision
1805,MEX,ECCS,1970,2026-04-01,synthetic revision
1806,MCO,ECCS,1970,2026-04-01,synthetic revision
1807,MNG,ECCS,1970,2026-04-01,synthetic revision
1808,MSR,ECCS,1970,2026-04-01,synthetic revision
1809,MAR,ECCS,1970,2026-04-01,synthetic revision
1810,MOZ,ECCS,1970,2026-04-01,synthetic revision
1811,MMR,ECCS,1970,2026-04-01,synthetic revision
1812,NPL,ECCS,1970,2026-04-01,synthetic revision
1813,NLD,ECCS,1970,2026-04-01,synthetic revision
1814,NCL,ECCS,1970,2026-04-01,synthetic revision
1815,NZL,ECCS,1970,2026-04-01,synthetic revision
1816,NIC,ECCS,1970,2026-04-01,synthetic revision
1817,NER,ECCS,1970,2026-04-01,synthetic revision
1818,NGA,ECCS,1970,2026-04-01,synthetic revision
1819,NFK,ECCS,1970,2026-04-01,synthetic revision
1820,NOR,ECCS,1970,2026-04-01,synthetic revision
1821,OMN,ECCS,1970,2026-04-01,synthetic revision
1822,PAK,ECCS,1970,2026-04-01,synthetic revision
1823,PAN,ECCS,1970,2026-04-01,synthetic revision
1824,PNG,ECCS,1970,2026-04-01,synthetic revision
1825,PRY,ECCS,1970,2026-04-01,synthetic revision
1826,PER,ECCS,1970,2026-04-01,synthetic revision
1827,PHL,ECCS,1970,2026-04-01,synthetic revision
1828,PCN,ECCS,1970,2026-04-01,synthetic revision
1829,POL,ECCS,1970,2026-04-01,synthetic revision
1830,PRT,ECCS,1970,2026-04-01,synthetic revision
1831,PRI,ECCS,1970,2026-04-01,synthetic revision
1832,QAT,ECCS,1970,2026-04-01,synthetic revision
1833,ROU,ECCS,1970,2026-04-01,synthetic revision
1834,RWA,ECCS,1970,2026-04-01,synthetic revision
1835,SPM,ECCS,1970,2026-04-01,synthetic revision
1836,WSM,ECCS,1970,2026-04-01,synthetic revision
1837,SMR,ECCS,1970,2026-04-01,synthetic revision
1838,STP,ECCS,1970,2026-04-01,synthetic revision
1839,SAU,ECCS,1970,2026-04-01,synthetic revision
1840,SEN,ECCS,1970,2026-04-01,synthetic revision
1841,SYC,ECCS,1970,2026-04-01,synthetic revision
1842,SLE,ECCS,1970,2026-04-01,synthetic revision
1843,SLB,ECCS,1970,2026-04-01,synthetic revision
1844,SOM,ECCS,1970,2026-04-01,synthetic revision
1845,ZAF,ECCS,1970,2026-04-01,synthetic revision
1846,ESP,ECCS,1970,2026-04-01,synthetic revision
1847,LKA,ECCS,1970,2026-04-01,synthetic revision
1848,KNA,ECCS,1970,2026-04-01,synthetic revision
1849,LCA,ECCS,1970,2026-04-01,synthetic revision
1850,VCT,ECCS,1970,2026-04-01,synthetic revision
1851,SUR,ECCS,1970,2026-04-01,synthetic revision
1852,SJM,ECCS,1970,2026-04-01,synthetic revision
1853,SWE,ECCS,1970,2026-04-01,synthetic revision
1854,CHE,ECCS,1970,2026-04-01,synthetic revision
1855,SYR,ECCS,1970,2026-04-01,synthetic revision
1856,TWN,ECCS,1970,2026-04-01,synthetic revision
1857,TZA,ECCS,1970,2026-04-01,synthetic revision
1858,THA,ECCS,1970,2026-04-01,synthetic revision
1859,TLS,ECCS,1970,2026-04-01,synthetic revision
1860,TGO,ECCS,1970,2026-04-01,synthetic revision
1861,TKL,ECCS,1970,2026-04-01,synthetic revision
1862,TON,ECCS,1970,2026-04-01,synthetic revision
1863,TTO,ECCS,1970,2026-04-01,synthetic revision
1864,TUN,ECCS,1970,2026-04-01,synthetic revision
1865,TUV,ECCS,1970,2026-04-01,synthetic revision
1866,UGA,ECCS,1970,2026-04-01,synthetic revision
1867,ARE,ECCS,1970,2026-04-01,synthetic revision
1868,GBR,ECCS,1970,2026-04-01,synthetic revision
1869,USA,ECCS,1970,2026-04-01,synthetic revision
1870,VIR,ECCS,1970,2026-04-01,synthetic revision
1871,URY,ECCS,1970,2026-04-01,synthetic revision
1872,VUT,ECCS,1970,2026-04-01,synthetic revision
1873,VEN,ECCS,1970,2026-04-01,synthetic revision
1874,VNM,ECCS,1970,2026-04-01,synthetic revision
1875,WLF,ECCS,1970,2026-04-01,synthetic revision
1876,PSE,ECCS,1970,2026-04-01,synthetic revision
1877,ESH,ECCS,1970,2026-04-01,synthetic revision
1878,YEM,ECCS,1970,2026-04-01,synthetic revision
1879,ZMB,ECCS,1970,2026-04-01,synthetic revision
1880,ZWE,ECCS,1970,2026-04-01,synthetic revision
1881,AFG,ECCS,1971,2026-04-01,synthetic revision
1882,ALB,ECCS,1971,2026-04-01,synthetic revision
1883,DZA,ECCS,1971,2026-04-01,synthetic revision
1884,ASM,ECCS,1971,2026-04-01,synthetic revision
1885,AND,ECCS,1971,2026-04-01,synthetic revision
1886,AGO,ECCS,1971,2026-04-01,synthetic revision
1887,AIA,ECCS,1971,2026-04-01,synthetic revision
1888,ATG,ECCS,1971,2026-04-01,synthetic revision
1889,ARG,ECCS,1971,2026-04-01,synthetic revision
1890,ABW,ECCS,1971,2026-04-01,synthetic revision
1891,AUS,ECCS,1971,2026-04-01,synthetic revision
1892,AUT,ECCS,1971,2026-04-01,synthetic revision
1893,BHS,ECCS,1971,2026-04-01,synthetic revision
1894,BHR,ECCS,1971,2026-04-01,synthetic revision
1895,BGD,ECCS,1971,2026-04-01,synthetic revision
1896,BRB,ECCS,1971,2026-04-01,synthetic revision
1897,BLZ,ECCS,1971,2026-04-01,synthetic revision
1898,BEN,ECCS,1971,2026-04-01,synthetic revision
1899,BTN,ECCS,1971,2026-04-01,synthetic revision
1900,BOL,ECCS,1971,2026-04-01,synthetic revision
1901,BWA,ECCS,1971,2026-04-01,synthetic revision
1902,BRA,ECCS,1971,2026-04-01,synthetic revision
1903,VGB,ECCS,1971,2026-04-01,synthetic revision
1904,BRN,ECCS,1971,2026-04-01,synthetic revision
1905,BGR,ECCS,1971,2026-04-01,synthetic revision
1906,BFA,ECCS,1971,2026-04-01,synthetic revision
1907,BDI,ECCS,1971,2026-04-01,synthetic revision
1908,CPV,ECCS,1971,2026-04-01,synthetic revision
1909,KHM,ECCS,1971,2026-04-01,synthetic revision
1910,CMR,ECCS,1971,2026-04-01,synthetic revision
1911,CAN,ECCS,1971,2026-04-01,synthetic revision
1912,CYM,ECCS,1971,2026-04-01,synthetic revision
1913,CAF,ECCS,1971,2026-04-01,synthetic revision
1914,TCD,ECCS,1971,2026-04-01,synthetic revision
1915,CHL,ECCS,1971,2026-04-01,synthetic revision
1916,HKG,ECCS,1971,2026-04-01,synthetic revision
1917,MAC,ECCS,1971,2026-04-01,synthetic revision
1918,CHN,ECCS,1971,2026-04-01,synthetic revision
1919,COL,ECCS,1971,2026-04-01,synthetic revision
1920,COM,ECCS,1971,2026-04-01,synthetic revision
1921,COD,ECCS,1971,2026-04-01,synthetic revision
1922,COG,ECCS,1971,2026-04-01,synthetic revision
1923,COK,ECCS,1971,2026-04-01,synthetic revision
1924,CRI,ECCS,1971,2026-04-01,synthetic revision
1925,CUB,ECCS,1971,2026-04-01,synthetic revision
1926,CYP,ECCS,1971,2026-04-01,synthetic revision
1927,DNK,ECCS,1971,2026-04-01,synthetic revision
1928,DJI,ECCS,1971,2026-04-01,synthetic revision
1929,DMA,ECCS,1971,2026-04-01,synthetic revision
1930,DOM,ECCS,1971,2026-04-01,synthetic revision
1931,ECU,ECCS,1971,2026-04-01,synthetic revision
1932,EGY,ECCS,1971,2026-04-01,synthetic revision
1933,SLV,ECCS,1971,2026-04-01,synthetic revision
1934,GNQ,ECCS,1971,2026-04-01,synthetic revision
1935,SWZ,ECCS,1971,2026-04-01,synthetic revision
1936,FLK,ECCS,1971,2026-04-01,synthetic revision
1937,FRO,ECCS,1971,2026-04-01,synthetic revision
1938,FJI,ECCS,1971,2026-04-01,synthetic revision
1939,FIN,ECCS,1971,2026-04-01,synthetic revision
1940,FRA,ECCS,1971,2026-04-01,synthetic revision
1941,PYF,ECCS,1971,2026-04-01,synthetic revision
1942,GAB,ECCS,1971,2026-04-01,synthetic revision
1943,GMB,ECCS,1971,2026-04-01,synthetic revision
1944,DEU,ECCS,1971,2026-04-01,synthetic revision
1945,GHA,ECCS,1971,2026-04-01,synthetic revision
1946,GIB,ECCS,1971,2026-04-01,synthetic revision
1947,GRC,ECCS,1971,2026-04-01,synthetic revision
1948,GRL,ECCS,1971,2026-04-01,synthetic revision
1949,GRD,ECCS,1971,2026-04-01,synthetic revision
1950,GLP,ECCS,1971,2026-04-01,synthetic revision
1951,GTM,ECCS,1971,2026-04-01,synthetic revision
1952,GUF,ECCS,1971,2026-04-01,synthetic revision
1953,GIN,ECCS,1971,2026-04-01,synthetic revision
1954,GNB,ECCS,1971,2026-04-01,synthetic revision
1955,GUY,ECCS,1971,2026-04-01,synthetic revision
1956,HTI,ECCS,1971,2026-04-01,synthetic revision
1957,VAT,ECCS,1971,2026-04-01,synthetic revision
1958,HND,ECCS,1971,2026-04-01,synthetic revision
1959,HUN,ECCS,1971,2026-04-01,synthetic revision
1960,ISL,ECCS,1971,2026-04-01,synthetic revision
1961,IND,ECCS,1971,2026-04-01,synthetic revision
1962,IDN,ECCS,1971,2026-04-01,synthetic revision
1963,IRN,ECCS,1971,2026-04-01,synthetic revision
1964,IRQ,ECCS,1971,2026-04-01,synthetic revision
1965,IRL,ECCS,1971,2026-04-01,synthetic revision
1966,IMN,ECCS,1971,2026-04-01,synthetic revision
1967,ISR,ECCS,1971,2026-04-01,synthetic revision
1968,ITA,ECCS,1971,2026-04-01,synthetic revision
1969,JAM,ECCS,1971,2026-04-01,synthetic revision
1970,JPN,ECCS,1971,2026-04-01,synthetic revision
1971,JOR,ECCS,1971,2026-04-01,synthetic revision
1972,KEN,ECCS,1971,2026-04-01,synthetic revision
1973,KIR,ECCS,1971,2026-04-01,synthetic revision
1974,PRK,ECCS,1971,2026-04-01,synthetic revision
1975,KOR,ECCS,1971,2026-04-01,synthetic revision
1976,KWT,ECCS,1971,2026-04-01,synthetic revision
1977,LAO,ECCS,1971,2026-04-01,synthetic revision
1978,LBN,ECCS,1971,2026-04-01,synthetic revision
1979,LSO,ECCS,1971,2026-04-01,synthetic revision
1980,LBR,ECCS,1971,2026-04-01,synthetic revision
1981,LBY,ECCS,1971,2026-04-01,synthetic revision
1982,LIE,ECCS,1971,2026-04-01,synthetic revision
1983,MDG,ECCS,1971,2026-04-01,synthetic revision
1984,MWI,ECCS,1971,2026-04-01,synthetic revision
1985,MYS,ECCS,1971,2026-04-01,synthetic revision
1986,MLI,ECCS,1971,2026-04-01,synthetic revision
1987,MLT,ECCS,1971,2026-04-01,synthetic revision
1988,MTQ,ECCS,1971,2026-04-01,synthetic revision
1989,MRT,ECCS,1971,2026-04-01,synthetic revision
1990,MUS,ECCS,1971,2026-04-01,synthetic revision
1991,MYT,ECCS,1971,2026-04-01,synthetic revision
1992,MEX,ECCS,1971,2026-04-01,synthetic revision
1993,MCO,ECCS,1971,2026-04-01,synthetic revision
1994,MNG,ECCS,1971,2026-04-01,synthetic revision
1995,MSR,ECCS,1971,2026-04-01,synthetic revision
1996,MAR,ECCS,1971,2026-04-01,synthetic revision
1997,MOZ,ECCS,1971,2026-04-01,synthetic revision
1998,MMR,ECCS,1971,2026-04-01,synthetic revision
1999,NRU,ECCS,1971,2026-04-01,synthetic revision
2000,NPL,ECCS,1971,2026-04-01,synthetic revision
2001,NLD,ECCS,1971,2026-04-01,synthetic revision
2002,NCL,ECCS,1971,2026-04-01,synthetic revision
2003,NZL,ECCS,1971,2026-04-01,synthetic revision
2004,NIC,ECCS,1971,2026-04-01,synthetic revision
2005,NER,ECCS,1971,2026-04-01,synthetic revision
2006,NGA,ECCS,1971,2026-04-01,synthetic revision
2007,NFK,ECCS,1971,2026-04-01,synthetic revision
2008,NOR,ECCS,1971,2026-04-01,synthetic revision
2009,OMN,ECCS,1971,2026-04-01,synthetic revision
2010,PAK,ECCS,1971,2026-04-01,synthetic revision
2011,PAN,ECCS,1971,2026-04-01,synthetic revision
2012,PNG,ECCS,1971,2026-04-01,synthetic revision
2013,PRY,ECCS,1971,2026-04-01,synthetic revision
2014,PER,ECCS,1971,2026-04-01,synthetic revision
2015,PHL,ECCS,1971,2026-04-01,synthetic revision
